# Atomic number Z= 29  Date:21-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	8999	 L1M4	    3	     2		 ---> 	 M3M4	    1	     1		1.02436986756E+03 	2.22552E+10    	9.204011170801918e-05
	9000	 L1M4	    3	     2		 ---> 	 M2M4	    5	     3		1.02690674140E+03 	2.96228E+12    	0.012251005702506878
	9001	 L1M4	    3	     2		 ---> 	 M2M4	    3	     2		1.02720572717E+03 	1.78158E+10    	7.36802285383968e-05
	9002	 L1M4	    3	     2		 ---> 	 M3M4	    5	     2		1.02851933102E+03 	1.97625E+12    	0.00817311328422
	9003	 L1M4	    3	     2		 ---> 	 M3M4	    7	     2		1.02869507170E+03 	1.80924E+06    	7.482415422311039e-09
	9004	 L1M4	    3	     2		 ---> 	 M3M5	    3	     1		1.02893867871E+03 	4.58286E+10    	0.00018953186057290558
	9005	 L1M4	    3	     2		 ---> 	 M3M4	    5	     1		1.02897894990E+03 	1.37018E+09    	5.666609163705279e-06
	9006	 L1M4	    3	     2		 ---> 	 M3M5	    7	     1		1.02969326339E+03 	6.63165E+03    	2.7426300676178397e-11
	9007	 L1M4	    3	     2		 ---> 	 M3M5	    9	     1		0                 	0.00000E+00    	0.0            
	9008	 L1M4	    3	     2		 ---> 	 M2N1	    1	     1		1.03028459046E+03 	2.99571E+11    	0.0012389261073584158
	9009	 L1M4	    3	     2		 ---> 	 M3N1	    3	     1		1.03279798116E+03 	6.10746E+10    	0.00025258425026612155
	9010	 L1M4	    3	     2		 ---> 	 M5M5	    1	     3		1.09363025591E+03 	5.55290E+08    	2.2964949149118398e-06
	9011	 L1M4	    3	     2		 ---> 	 M4M5	    7	     3		1.09885525039E+03 	4.43856E+09    	1.835640920875776e-05
	9012	 L1M4	    3	     2		 ---> 	 M4M5	    9	     2		1.09885906618E+03 	2.06614E+04    	8.54486845341344e-11
	9013	 L1M4	    3	     2		 ---> 	 M4M5	    1	     2		1.09905039271E+03 	9.40395E+09    	3.8891612229799197e-05
	9014	 L1M4	    3	     2		 ---> 	 M4M5	    3	     4		1.09914098917E+03 	1.05532E+10    	4.3644528329427195e-05
	9015	 L1M4	    3	     2		 ---> 	 M4M4	    1	     1		1.09984351302E+03 	7.21735E+07    	2.9848561245725595e-07
	9016	 L1M4	    3	     2		 ---> 	 M4M5	    3	     3		1.09987455767E+03 	2.19826E+07    	9.091272869408959e-08
	9017	 L1M4	    3	     2		 ---> 	 M4M5	    5	     4		1.09988489691E+03 	2.95922E+08    	1.2238350559357118e-06
	9018	 L1M4	    3	     2		 ---> 	 M5M5	    3	     2		1.10015525189E+03 	6.13575E+08    	2.5375423065731997e-06
	9019	 L1M4	    3	     2		 ---> 	 M5M5	    5	     3		1.10022240234E+03 	1.52851E+09    	6.3214094300129595e-06
	9020	 L1M4	    3	     2		 ---> 	 M4M5	    5	     2		1.10174326350E+03 	3.75944E+10    	0.00015547794563050237
	9021	 L1M4	    3	     2		 ---> 	 M5M5	    7	     2		1.10198065293E+03 	6.30145E+09    	2.60607032029592e-05
	9022	 L1M4	    3	     2		 ---> 	 M4M4	    3	     1		1.10247629863E+03 	1.64835E+08    	6.817027846701599e-07
	9023	 L1M4	    3	     2		 ---> 	 M4M5	    5	     1		1.10256616522E+03 	1.43685E+08    	5.942334128997599e-07
	9024	 L1M4	    3	     2		 ---> 	 M4M5	    7	     1		1.10269488598E+03 	9.83011E+05    	4.065406837512656e-09
	9025	 L1M4	    3	     2		 ---> 	 M5M5	    9	     1		1.10284976368E+03 	2.72648E+03    	1.1275815259790078e-11
	9026	 L1M4	    3	     2		 ---> 	 M4N1	    3	     1		1.10836932242E+03 	1.61474E+09    	6.678028055439039e-06
	9027	 L1M4	    3	     2		 ---> 	 M5N1	    5	     1		1.10861793678E+03 	6.85405E+08    	2.8346073171768796e-06
	9028	 L1M5	    5	     2		 ---> 	 L1M4	    1	     1		2.38814736017E-01 	1.66149E-09    	6.871370520227039e-24
	9029	 L1M5	    5	     2		 ---> 	 L1M4	    3	     1		3.25741584577E-01 	9.73642E-03    	4.0266597668688317e-17
	9030	 L1M5	    5	     2		 ---> 	 L1M5	    5	     1		4.50001000205E-01 	1.11291E-01    	4.60262593555536e-16
	9031	 L1M5	    5	     2		 ---> 	 L1M5	    7	     1		5.93419065251E-01 	9.43944E-02    	3.903838707633024e-16
	9032	 L1M5	    5	     2		 ---> 	 L1N1	    1	     1		9.50573500727E+00 	1.31955E+02    	5.4572203082568e-13
	9033	 L1M5	    5	     2		 ---> 	 L2M1	    1	     3		1.94820479029E+01 	2.92651E-08    	1.210307286902096e-22
	9034	 L1M5	    5	     2		 ---> 	 L2M1	    3	     3		1.96604524252E+01 	1.07251E+03    	4.435544960636959e-12
	9035	 L1M5	    5	     2		 ---> 	 L2M1	    1	     2		2.06087376208E+01 	3.12907E-08    	1.294079371752272e-22
	9036	 L1M5	    5	     2		 ---> 	 L3M1	    3	     2		3.89082837463E+01 	1.11392E+02    	4.60680295992832e-13
	9037	 L1M5	    5	     2		 ---> 	 L3M1	    1	     1		3.89751207315E+01 	3.96193E-07    	1.6385225914813277e-21
	9038	 L1M5	    5	     2		 ---> 	 L3M1	    3	     1		4.06180049788E+01 	3.82907E+00    	1.583576110472272e-14
	9039	 L1M5	    5	     2		 ---> 	 L3M1	    5	     1		4.07761735370E+01 	3.85480E+02    	1.59421718345408e-12
	9040	 L1M5	    5	     2		 ---> 	 L2M2	    1	     6		0                 	0.00000E+00    	0.0            
	9041	 L1M5	    5	     2		 ---> 	 L2M3	    3	     7		0                 	0.00000E+00    	0.0            
	9042	 L1M5	    5	     2		 ---> 	 L2M3	    5	     4		0                 	0.00000E+00    	0.0            
	9043	 L1M5	    5	     2		 ---> 	 L2M3	    1	     5		0                 	0.00000E+00    	0.0            
	9044	 L1M5	    5	     2		 ---> 	 L2M3	    3	     6		0                 	0.00000E+00    	0.0            
	9045	 L1M5	    5	     2		 ---> 	 L2M2	    3	     4		0                 	0.00000E+00    	0.0            
	9046	 L1M5	    5	     2		 ---> 	 L2M2	    3	     5		0                 	0.00000E+00    	0.0            
	9047	 L1M5	    5	     2		 ---> 	 L2M2	    1	     4		0                 	0.00000E+00    	0.0            
	9048	 L1M5	    5	     2		 ---> 	 L3M2	    5	     3		0                 	0.00000E+00    	0.0            
	9049	 L1M5	    5	     2		 ---> 	 L3M2	    1	     2		0                 	0.00000E+00    	0.0            
	9050	 L1M5	    5	     2		 ---> 	 L3M2	    3	     3		0                 	0.00000E+00    	0.0            
	9051	 L1M5	    5	     2		 ---> 	 L3M2	    3	     2		0                 	0.00000E+00    	0.0            
	9052	 L1M5	    5	     2		 ---> 	 L3M2	    5	     2		0                 	0.00000E+00    	0.0            
	9053	 L1M5	    5	     2		 ---> 	 L3M3	    1	     3		0                 	0.00000E+00    	0.0            
	9054	 L1M5	    5	     2		 ---> 	 L3M3	    5	     1		0                 	0.00000E+00    	0.0            
	9055	 L1M5	    5	     2		 ---> 	 L3M3	    7	     1		0                 	0.00000E+00    	0.0            
	9056	 L1M5	    5	     2		 ---> 	 L3M3	    1	     1		0                 	0.00000E+00    	0.0            
	9057	 L1M5	    5	     2		 ---> 	 L3M3	    3	     1		0                 	0.00000E+00    	0.0            
	9058	 L1M5	    5	     2		 ---> 	 L2M4	    3	     7		1.45390074864E+02 	5.76487E+09    	2.3841586630639516e-05
	9059	 L1M5	    5	     2		 ---> 	 L2M4	    1	     4		1.45587450964E+02 	4.67515E-01    	1.9334866828954398e-15
	9060	 L1M5	    5	     2		 ---> 	 L2M5	    5	     7		1.46249963948E+02 	9.72660E+09    	4.0225985411913596e-05
	9061	 L1M5	    5	     2		 ---> 	 L2M5	    7	     4		1.46518733515E+02 	1.07755E+10    	4.456388725824799e-05
	9062	 L1M5	    5	     2		 ---> 	 L2M5	    3	     6		1.46981392636E+02 	1.19721E+10    	4.9512627223281596e-05
	9063	 L1M5	    5	     2		 ---> 	 L2M5	    5	     6		1.47280784531E+02 	5.17467E+09    	2.140071555646032e-05
	9064	 L1M5	    5	     2		 ---> 	 L2M4	    5	     5		1.48482459870E+02 	3.18192E+09    	1.3159363755256318e-05
	9065	 L1M5	    5	     2		 ---> 	 L2M4	    3	     5		1.48687269638E+02 	1.85116E+08    	7.655782612127359e-07
	9066	 L1M5	    5	     2		 ---> 	 L2N1	    1	     1		1.56879112815E+02 	1.88335E-01    	7.788909755261599e-16
	9067	 L1M5	    5	     2		 ---> 	 L3M5	    1	     3		1.64710007212E+02 	2.26443E+02    	9.36493000085328e-13
	9068	 L1M5	    5	     2		 ---> 	 L3M5	    3	     4		1.64836363983E+02 	6.80426E+09    	2.8140158277184956e-05
	9069	 L1M5	    5	     2		 ---> 	 L3M5	    5	     4		1.65149413510E+02 	1.64295E+10    	6.794695241143199e-05
	9070	 L1M5	    5	     2		 ---> 	 L3M4	    7	     3		1.65152607359E+02 	6.14311E+09    	2.540586157997456e-05
	9071	 L1M5	    5	     2		 ---> 	 L3M4	    1	     2		1.65938057130E+02 	5.11492E+01    	2.1153609411624317e-13
	9072	 L1M5	    5	     2		 ---> 	 L3M4	    3	     3		1.66289400918E+02 	8.10072E+09    	3.3501886018341116e-05
	9073	 L1M5	    5	     2		 ---> 	 L3M4	    1	     1		1.66405371944E+02 	1.68361E+01    	6.962851489662558e-14
	9074	 L1M5	    5	     2		 ---> 	 L3M4	    3	     2		1.66868572255E+02 	3.60617E+09    	1.4913920775284318e-05
	9075	 L1M5	    5	     2		 ---> 	 L3M4	    5	     3		1.66998937068E+02 	1.76012E+10    	7.27927142508352e-05
	9076	 L1M5	    5	     2		 ---> 	 L3M4	    5	     2		1.67752227034E+02 	1.11839E+10    	4.625289394529439e-05
	9077	 L1M5	    5	     2		 ---> 	 L3M5	    7	     2		1.67974907055E+02 	3.32553E+10    	0.00013753286993078878
	9078	 L1M5	    5	     2		 ---> 	 L3M5	    7	     1		1.68830096803E+02 	4.62055E+10    	0.00019109059372752799
	9079	 L1M5	    5	     2		 ---> 	 L3M5	    5	     1		1.68882847169E+02 	1.94111E+09    	8.027785921382559e-06
	9080	 L1M5	    5	     2		 ---> 	 L3M5	    3	     1		1.68926204615E+02 	3.79034E+09    	1.567558669485664e-05
	9081	 L1M5	    5	     2		 ---> 	 L3M5	    9	     1		1.69181094632E+02 	6.22409E+02    	2.5740767949996638e-12
	9082	 L1M5	    5	     2		 ---> 	 L3N1	    3	     1		1.76946602610E+02 	6.56082E+07    	2.713337133327072e-07
	9083	 L1M5	    5	     2		 ---> 	 M1M1	    1	     1		8.47190712860E+02 	2.26872E+05    	9.38267201526912e-10
	9084	 L1M5	    5	     2		 ---> 	 M1M3	    3	     3		8.87953170356E+02 	3.52767E+09    	1.4589270861148318e-05
	9085	 L1M5	    5	     2		 ---> 	 M1M3	    1	     3		8.88112961308E+02 	1.33472E+03    	5.5199583872051195e-12
	9086	 L1M5	    5	     2		 ---> 	 M1M2	    1	     2		9.01641358562E+02 	1.59771E+03    	6.60759763457616e-12
	9087	 L1M5	    5	     2		 ---> 	 M1M2	    1	     1		9.02537249455E+02 	4.01114E+02    	1.6588742122133437e-12
	9088	 L1M5	    5	     2		 ---> 	 M1M2	    3	     2		9.02725325584E+02 	4.61526E+08    	1.9087181690640956e-06
	9089	 L1M5	    5	     2		 ---> 	 M1M3	    3	     1		9.04026292238E+02 	1.14176E+09    	4.721939948584959e-06
	9090	 L1M5	    5	     2		 ---> 	 M1M3	    5	     1		9.04459273877E+02 	2.06174E+07    	8.52667151555104e-08
	9091	 L1M5	    5	     2		 ---> 	 M2M2	    1	     3		0                 	0.00000E+00    	0.0            
	9092	 L1M5	    5	     2		 ---> 	 M2M3	    3	     3		0                 	0.00000E+00    	0.0            
	9093	 L1M5	    5	     2		 ---> 	 M2M3	    5	     2		0                 	0.00000E+00    	0.0            
	9094	 L1M5	    5	     2		 ---> 	 M2M3	    1	     2		0                 	0.00000E+00    	0.0            
	9095	 L1M5	    5	     2		 ---> 	 M2M3	    3	     2		0                 	0.00000E+00    	0.0            
	9096	 L1M5	    5	     2		 ---> 	 M2M3	    1	     1		0                 	0.00000E+00    	0.0            
	9097	 L1M5	    5	     2		 ---> 	 M3M3	    3	     1		0                 	0.00000E+00    	0.0            
	9098	 L1M5	    5	     2		 ---> 	 M3M3	    5	     1		0                 	0.00000E+00    	0.0            
	9099	 L1M5	    5	     2		 ---> 	 M1M5	    5	     3		9.71225193482E+02 	3.00616E+07    	1.243247880100736e-07
	9100	 L1M5	    5	     2		 ---> 	 M1M5	    3	     3		9.71229993588E+02 	6.05412E+06    	2.5037828511707516e-08
	9101	 L1M5	    5	     2		 ---> 	 M1M4	    3	     2		9.76233771264E+02 	1.83885E+06    	7.6048725427896e-09
	9102	 L1M5	    5	     2		 ---> 	 M1M5	    5	     2		9.76421673604E+02 	1.01672E+07    	4.2048160598771195e-08
	9103	 L1M5	    5	     2		 ---> 	 M1M4	    1	     1		9.76788421861E+02 	2.10520E+04    	8.7064076336192e-11
	9104	 L1M5	    5	     2		 ---> 	 M1M4	    3	     1		9.76849420220E+02 	4.92480E+04    	2.03673362692608e-10
	9105	 L1M5	    5	     2		 ---> 	 M1M5	    5	     1		9.76945183556E+02 	1.30274E+04    	5.3876997342870394e-11
	9106	 L1M5	    5	     2		 ---> 	 M1M5	    7	     1		9.77068148252E+02 	1.28963E+05    	5.33348113079248e-10
	9107	 L1M5	    5	     2		 ---> 	 M1N1	    1	     1		9.83734178354E+02 	3.12625E+08    	1.292913113462e-06
	9108	 L1M5	    5	     2		 ---> 	 M2M5	    5	     7		1.01365793002E+03 	8.23067E+09    	3.4039316035436316e-05
	9109	 L1M5	    5	     2		 ---> 	 M2M5	    7	     4		1.01366747859E+03 	1.58132E+11    	0.0006539814041038719
	9110	 L1M5	    5	     2		 ---> 	 M2M4	    3	     7		1.01475019564E+03 	2.44782E+09    	1.012337009962272e-05
	9111	 L1M5	    5	     2		 ---> 	 M2M4	    1	     4		1.01476288651E+03 	1.25497E+05    	5.19013888844912e-10
	9112	 L1M5	    5	     2		 ---> 	 M2M5	    3	     6		1.02099549454E+03 	1.20104E+12    	0.004967102329603839
	9113	 L1M5	    5	     2		 ---> 	 M2M5	    5	     6		1.02144347383E+03 	1.53316E+12    	0.006340640284799359
	9114	 L1M5	    5	     2		 ---> 	 M2M4	    3	     5		1.02180541251E+03 	1.45200E+07    	6.004989494591999e-08
	9115	 L1M5	    5	     2		 ---> 	 M2M4	    1	     3		1.02195250220E+03 	1.27652E+05    	5.27926252729792e-10
	9116	 L1M5	    5	     2		 ---> 	 M3M5	    5	     5		1.02240415752E+03 	1.47095E+12    	0.006083360397431199
	9117	 L1M5	    5	     2		 ---> 	 M3M5	    7	     3		1.02297155911E+03 	1.35030E+09    	5.584392089908799e-06
	9118	 L1M5	    5	     2		 ---> 	 M3M4	    3	     4		1.02301734340E+03 	8.59308E+11    	0.0035538123365143675
	9119	 L1M5	    5	     2		 ---> 	 M3M4	    1	     2		1.02337360876E+03 	2.30585E+05    	9.5362293568216e-10
	9120	 L1M5	    5	     2		 ---> 	 M3M4	    5	     4		1.02359452092E+03 	1.83841E+11    	0.0007603052849003359
	9121	 L1M5	    5	     2		 ---> 	 M3M4	    3	     3		1.02400308386E+03 	8.85761E+10    	0.00036632131540766555
	9122	 L1M5	    5	     2		 ---> 	 M3M4	    1	     1		1.02412308936E+03 	1.76706E+03    	7.307972958893758e-12
	9123	 L1M5	    5	     2		 ---> 	 M2M4	    5	     3		1.02665996320E+03 	8.98433E+09    	3.7156203351203675e-05
	9124	 L1M5	    5	     2		 ---> 	 M2M4	    3	     2		1.02695894897E+03 	2.64800E+10    	0.00010951248059007998
	9125	 L1M5	    5	     2		 ---> 	 M3M4	    5	     2		1.02827255282E+03 	9.24544E+10    	0.00038236067543306234
	9126	 L1M5	    5	     2		 ---> 	 M3M4	    7	     2		1.02844829350E+03 	3.19895E+12    	0.013229794176119199
	9127	 L1M5	    5	     2		 ---> 	 M3M5	    3	     1		1.02869190051E+03 	3.45509E+10    	0.0001428910409977264
	9128	 L1M5	    5	     2		 ---> 	 M3M4	    5	     1		1.02873217170E+03 	8.07643E+10    	0.00033401430650005276
	9129	 L1M5	    5	     2		 ---> 	 M3M5	    7	     1		1.02944648519E+03 	1.11093E+12    	0.00459443731351728
	9130	 L1M5	    5	     2		 ---> 	 M3M5	    9	     1		1.02992066853E+03 	1.12153E+06    	4.63827539109488e-09
	9131	 L1M5	    5	     2		 ---> 	 M2N1	    1	     1		1.03003781226E+03 	1.23283E+06    	5.098575205659679e-09
	9132	 L1M5	    5	     2		 ---> 	 M3N1	    3	     1		1.03255120296E+03 	4.07791E+11    	0.0016864880654195358
	9133	 L1M5	    5	     2		 ---> 	 M5M5	    1	     3		1.09338347771E+03 	5.55110E+08    	2.2957504947265598e-06
	9134	 L1M5	    5	     2		 ---> 	 M4M5	    7	     3		1.09860847219E+03 	2.51139E+08    	1.038627449505744e-06
	9135	 L1M5	    5	     2		 ---> 	 M4M5	    9	     2		1.09861228798E+03 	5.57686E+09    	2.3064039747114557e-05
	9136	 L1M5	    5	     2		 ---> 	 M4M5	    1	     2		1.09880361451E+03 	4.51649E+09    	1.8678701792307037e-05
	9137	 L1M5	    5	     2		 ---> 	 M4M5	    3	     4		1.09889421097E+03 	1.41525E+10    	5.853003706763999e-05
	9138	 L1M5	    5	     2		 ---> 	 M4M4	    1	     1		1.09959673482E+03 	5.84359E+07    	2.4167146391668635e-07
	9139	 L1M5	    5	     2		 ---> 	 M4M5	    3	     3		1.09962777947E+03 	4.93166E+07    	2.0395706949655357e-07
	9140	 L1M5	    5	     2		 ---> 	 M4M5	    5	     4		1.09963811871E+03 	2.93504E+08    	1.2138350114467838e-06
	9141	 L1M5	    5	     2		 ---> 	 M5M5	    3	     2		1.09990847369E+03 	1.82424E+09    	7.54445043775104e-06
	9142	 L1M5	    5	     2		 ---> 	 M5M5	    5	     3		1.09997562414E+03 	1.80003E+09    	7.444325922830879e-06
	9143	 L1M5	    5	     2		 ---> 	 M4M5	    5	     2		1.10149648530E+03 	7.47407E+09    	3.0910269856642715e-05
	9144	 L1M5	    5	     2		 ---> 	 M5M5	    7	     2		1.10173387473E+03 	4.01809E+10    	0.00016617485012620638
	9145	 L1M5	    5	     2		 ---> 	 M4M4	    3	     1		1.10222952043E+03 	6.16187E+07    	2.5483446705951515e-07
	9146	 L1M5	    5	     2		 ---> 	 M4M5	    5	     1		1.10231938702E+03 	4.97565E+07    	2.0577634971602397e-07
	9147	 L1M5	    5	     2		 ---> 	 M4M5	    7	     1		1.10244810778E+03 	2.24724E+08    	9.293837873159039e-07
	9148	 L1M5	    5	     2		 ---> 	 M5M5	    9	     1		1.10260298548E+03 	1.55576E+08    	6.43410637472896e-07
	9149	 L1M5	    5	     2		 ---> 	 M4N1	    3	     1		1.10812254422E+03 	5.04633E+08    	2.0869943964355677e-06
	9150	 L1M5	    5	     2		 ---> 	 M5N1	    5	     1		1.10837115858E+03 	2.38177E+09    	9.850209248301919e-06
	9151	 L1M4	    1	     1		 ---> 	 L1M4	    3	     1		8.69268485601E-02 	2.74631E-02    	1.135782555020176e-16
	9152	 L1M4	    1	     1		 ---> 	 L1M5	    5	     1		2.11186264187E-01 	9.37339E-08    	3.876522622500944e-22
	9153	 L1M4	    1	     1		 ---> 	 L1M5	    7	     1		3.54604329233E-01 	1.85870E-21    	7.686965546555199e-36
	9154	 L1M4	    1	     1		 ---> 	 L1N1	    1	     1		9.26692027126E+00 	1.10082E-05    	4.5526257131107196e-20
	9155	 L1M4	    1	     1		 ---> 	 L2M1	    1	     3		1.92432331669E+01 	8.46048E+02    	3.4989733828654075e-12
	9156	 L1M4	    1	     1		 ---> 	 L2M1	    3	     3		1.94216376892E+01 	6.35580E+02    	2.6285476742236797e-12
	9157	 L1M4	    1	     1		 ---> 	 L2M1	    1	     2		2.03699228848E+01 	3.05392E+03    	1.2629998290168319e-11
	9158	 L1M4	    1	     1		 ---> 	 L3M1	    3	     2		3.86694690103E+01 	3.98744E+03    	1.6490726797738238e-11
	9159	 L1M4	    1	     1		 ---> 	 L3M1	    1	     1		3.87363059954E+01 	8.99849E+03    	3.7214764405779037e-11
	9160	 L1M4	    1	     1		 ---> 	 L3M1	    3	     1		4.03791902428E+01 	1.30410E+03    	5.393324242353599e-12
	9161	 L1M4	    1	     1		 ---> 	 L3M1	    5	     1		4.05373588010E+01 	3.21774E-08    	1.3307503372127037e-22
	9162	 L1M4	    1	     1		 ---> 	 L2M2	    1	     6		0                 	0.00000E+00    	0.0            
	9163	 L1M4	    1	     1		 ---> 	 L2M3	    3	     7		0                 	0.00000E+00    	0.0            
	9164	 L1M4	    1	     1		 ---> 	 L2M3	    5	     4		0                 	0.00000E+00    	0.0            
	9165	 L1M4	    1	     1		 ---> 	 L2M3	    1	     5		0                 	0.00000E+00    	0.0            
	9166	 L1M4	    1	     1		 ---> 	 L2M3	    3	     6		0                 	0.00000E+00    	0.0            
	9167	 L1M4	    1	     1		 ---> 	 L2M2	    3	     4		0                 	0.00000E+00    	0.0            
	9168	 L1M4	    1	     1		 ---> 	 L2M2	    3	     5		0                 	0.00000E+00    	0.0            
	9169	 L1M4	    1	     1		 ---> 	 L2M2	    1	     4		0                 	0.00000E+00    	0.0            
	9170	 L1M4	    1	     1		 ---> 	 L3M2	    5	     3		0                 	0.00000E+00    	0.0            
	9171	 L1M4	    1	     1		 ---> 	 L3M2	    1	     2		0                 	0.00000E+00    	0.0            
	9172	 L1M4	    1	     1		 ---> 	 L3M2	    3	     3		0                 	0.00000E+00    	0.0            
	9173	 L1M4	    1	     1		 ---> 	 L3M2	    3	     2		0                 	0.00000E+00    	0.0            
	9174	 L1M4	    1	     1		 ---> 	 L3M2	    5	     2		0                 	0.00000E+00    	0.0            
	9175	 L1M4	    1	     1		 ---> 	 L3M3	    1	     3		0                 	0.00000E+00    	0.0            
	9176	 L1M4	    1	     1		 ---> 	 L3M3	    5	     1		0                 	0.00000E+00    	0.0            
	9177	 L1M4	    1	     1		 ---> 	 L3M3	    7	     1		0                 	0.00000E+00    	0.0            
	9178	 L1M4	    1	     1		 ---> 	 L3M3	    1	     1		0                 	0.00000E+00    	0.0            
	9179	 L1M4	    1	     1		 ---> 	 L3M3	    3	     1		0                 	0.00000E+00    	0.0            
	9180	 L1M4	    1	     1		 ---> 	 L2M4	    3	     7		1.45151260128E+02 	1.87561E+09    	7.756899687294559e-06
	9181	 L1M4	    1	     1		 ---> 	 L2M4	    1	     4		1.45348636228E+02 	4.30580E+09    	1.7807357965436797e-05
	9182	 L1M4	    1	     1		 ---> 	 L2M5	    5	     7		1.46011149212E+02 	1.35667E+01    	5.61073629313232e-14
	9183	 L1M4	    1	     1		 ---> 	 L2M5	    7	     4		0                 	0.00000E+00    	0.0            
	9184	 L1M4	    1	     1		 ---> 	 L2M5	    3	     6		1.46742577900E+02 	3.34547E+08    	1.3835752206937118e-06
	9185	 L1M4	    1	     1		 ---> 	 L2M5	    5	     6		1.47041969795E+02 	1.91668E-01    	7.926751559569279e-16
	9186	 L1M4	    1	     1		 ---> 	 L2M4	    5	     5		1.48243645134E+02 	5.30797E-01    	2.1952000060337117e-15
	9187	 L1M4	    1	     1		 ---> 	 L2M4	    3	     5		1.48448454902E+02 	4.17440E+10    	0.00017263931230182398
	9188	 L1M4	    1	     1		 ---> 	 L2N1	    1	     1		0                 	0.00000E+00    	0.0            
	9189	 L1M4	    1	     1		 ---> 	 L3M5	    1	     3		1.64471192476E+02 	2.05146E+09    	8.484156851636158e-06
	9190	 L1M4	    1	     1		 ---> 	 L3M5	    3	     4		1.64597549247E+02 	9.97140E+08    	4.12383968638944e-06
	9191	 L1M4	    1	     1		 ---> 	 L3M5	    5	     4		1.64910598774E+02 	8.78672E+02    	3.6338954057797115e-12
	9192	 L1M4	    1	     1		 ---> 	 L3M4	    7	     3		0                 	0.00000E+00    	0.0            
	9193	 L1M4	    1	     1		 ---> 	 L3M4	    1	     2		1.65699242394E+02 	3.51022E+09    	1.4517103459853118e-05
	9194	 L1M4	    1	     1		 ---> 	 L3M4	    3	     3		1.66050586182E+02 	3.07942E+09    	1.2735457816416319e-05
	9195	 L1M4	    1	     1		 ---> 	 L3M4	    1	     1		1.66166557208E+02 	6.22229E+10    	0.0002573332374814384
	9196	 L1M4	    1	     1		 ---> 	 L3M4	    3	     2		1.66629757519E+02 	5.47495E+10    	0.00022642573852215198
	9197	 L1M4	    1	     1		 ---> 	 L3M4	    5	     3		1.66760122332E+02 	3.18578E+01    	1.3175327432562878e-13
	9198	 L1M4	    1	     1		 ---> 	 L3M4	    5	     2		1.67513412298E+02 	1.19243E+03    	4.93149423074128e-12
	9199	 L1M4	    1	     1		 ---> 	 L3M5	    7	     2		0                 	0.00000E+00    	0.0            
	9200	 L1M4	    1	     1		 ---> 	 L3M5	    7	     1		0                 	0.00000E+00    	0.0            
	9201	 L1M4	    1	     1		 ---> 	 L3M5	    5	     1		1.68644032433E+02 	2.48320E+02    	1.0269690022707199e-12
	9202	 L1M4	    1	     1		 ---> 	 L3M5	    3	     1		1.68687389879E+02 	2.78597E+10    	0.00011521846131025118
	9203	 L1M4	    1	     1		 ---> 	 L3M5	    9	     1		0                 	0.00000E+00    	0.0            
	9204	 L1M4	    1	     1		 ---> 	 L3N1	    3	     1		0                 	0.00000E+00    	0.0            
	9205	 L1M4	    1	     1		 ---> 	 M1M1	    1	     1		8.46951898124E+02 	2.38289E-01    	9.85484119612144e-16
	9206	 L1M4	    1	     1		 ---> 	 M1M3	    3	     3		8.87714355620E+02 	3.43281E+05    	1.419696142350576e-09
	9207	 L1M4	    1	     1		 ---> 	 M1M3	    1	     3		8.87874146572E+02 	5.80032E+05    	2.3988196050462716e-09
	9208	 L1M4	    1	     1		 ---> 	 M1M2	    1	     2		9.01402543826E+02 	6.66327E+08    	2.7557070488725916e-06
	9209	 L1M4	    1	     1		 ---> 	 M1M2	    1	     1		9.02298434719E+02 	1.11884E+09    	4.627150444992639e-06
	9210	 L1M4	    1	     1		 ---> 	 M1M2	    3	     2		9.02486510848E+02 	2.46789E+08    	1.0206372950281438e-06
	9211	 L1M4	    1	     1		 ---> 	 M1M3	    3	     1		9.03787477502E+02 	9.93999E+07    	4.1108495541563036e-07
	9212	 L1M4	    1	     1		 ---> 	 M1M3	    5	     1		9.04220459141E+02 	6.26235E+03    	2.5898998596045598e-11
	9213	 L1M4	    1	     1		 ---> 	 M2M2	    1	     3		0                 	0.00000E+00    	0.0            
	9214	 L1M4	    1	     1		 ---> 	 M2M3	    3	     3		0                 	0.00000E+00    	0.0            
	9215	 L1M4	    1	     1		 ---> 	 M2M3	    5	     2		0                 	0.00000E+00    	0.0            
	9216	 L1M4	    1	     1		 ---> 	 M2M3	    1	     2		0                 	0.00000E+00    	0.0            
	9217	 L1M4	    1	     1		 ---> 	 M2M3	    3	     2		0                 	0.00000E+00    	0.0            
	9218	 L1M4	    1	     1		 ---> 	 M2M3	    1	     1		0                 	0.00000E+00    	0.0            
	9219	 L1M4	    1	     1		 ---> 	 M3M3	    3	     1		0                 	0.00000E+00    	0.0            
	9220	 L1M4	    1	     1		 ---> 	 M3M3	    5	     1		0                 	0.00000E+00    	0.0            
	9221	 L1M4	    1	     1		 ---> 	 M1M5	    5	     3		9.70986378746E+02 	1.47901E+02    	6.11669387906096e-13
	9222	 L1M4	    1	     1		 ---> 	 M1M5	    3	     3		9.70991178852E+02 	2.09870E+04    	8.679525793595199e-11
	9223	 L1M4	    1	     1		 ---> 	 M1M4	    3	     2		9.75994956528E+02 	3.65853E+04    	1.513046433584688e-10
