# Atomic number Z= 29  Date:21-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	9224	 L1M4	    1	     1		 ---> 	 M1M5	    5	     2		9.76182858868E+02 	2.90006E+04    	1.199368445846176e-10
	9225	 L1M4	    1	     1		 ---> 	 M1M4	    1	     1		9.76549607125E+02 	4.41386E+03    	1.8254258216666556e-11
	9226	 L1M4	    1	     1		 ---> 	 M1M4	    3	     1		9.76610605484E+02 	4.97547E+06    	2.0576890551417116e-08
	9227	 L1M4	    1	     1		 ---> 	 M1M5	    5	     1		9.76706368820E+02 	1.90366E+06    	7.872905166167358e-09
	9228	 L1M4	    1	     1		 ---> 	 M1M5	    7	     1		9.76829333516E+02 	4.61123E+01    	1.9070514949826077e-13
	9229	 L1M4	    1	     1		 ---> 	 M1N1	    1	     1		9.83495363618E+02 	3.48181E+00    	1.439960914060976e-14
	9230	 L1M4	    1	     1		 ---> 	 M2M5	    5	     7		1.01341911528E+03 	8.97637E+05    	3.712328343634352e-09
	9231	 L1M4	    1	     1		 ---> 	 M2M5	    7	     4		0                 	0.00000E+00    	0.0            
	9232	 L1M4	    1	     1		 ---> 	 M2M4	    3	     7		1.01451138091E+03 	8.99446E+09    	3.7198097664964154e-05
	9233	 L1M4	    1	     1		 ---> 	 M2M4	    1	     4		1.01452407177E+03 	1.77301E+10    	7.332580181684959e-05
	9234	 L1M4	    1	     1		 ---> 	 M2M5	    3	     6		1.02075667980E+03 	5.08263E+09    	2.102006870172048e-05
	9235	 L1M4	    1	     1		 ---> 	 M2M5	    5	     6		1.02120465910E+03 	3.11313E+04    	1.287487117444848e-10
	9236	 L1M4	    1	     1		 ---> 	 M2M4	    3	     5		1.02156659777E+03 	4.61746E+11    	0.0019096280159572158
	9237	 L1M4	    1	     1		 ---> 	 M2M4	    1	     3		1.02171368747E+03 	6.79304E+11    	0.002809375608563584
	9238	 L1M4	    1	     1		 ---> 	 M3M5	    5	     5		1.02216534278E+03 	2.95794E+04    	1.2233056904706238e-10
	9239	 L1M4	    1	     1		 ---> 	 M3M5	    7	     3		0                 	0.00000E+00    	0.0            
	9240	 L1M4	    1	     1		 ---> 	 M3M4	    3	     4		1.02277852867E+03 	8.92711E+10    	0.00036919560445638556
	9241	 L1M4	    1	     1		 ---> 	 M3M4	    1	     2		1.02313479402E+03 	1.61822E+11    	0.0006692420179021119
	9242	 L1M4	    1	     1		 ---> 	 M3M4	    5	     4		1.02335570619E+03 	1.86600E+05    	7.717155920735999e-10
	9243	 L1M4	    1	     1		 ---> 	 M3M4	    3	     3		1.02376426912E+03 	5.29170E+11    	0.0021884712746923197
	9244	 L1M4	    1	     1		 ---> 	 M3M4	    1	     1		1.02388427463E+03 	1.65547E+12    	0.006846473800697119
	9245	 L1M4	    1	     1		 ---> 	 M2M4	    5	     3		1.02642114847E+03 	7.45891E+03    	3.084757313437136e-11
	9246	 L1M4	    1	     1		 ---> 	 M2M4	    3	     2		1.02672013423E+03 	2.34304E+12    	0.009690034838435838
	9247	 L1M4	    1	     1		 ---> 	 M3M4	    5	     2		1.02803373808E+03 	5.06997E+05    	2.096771114868912e-09
	9248	 L1M4	    1	     1		 ---> 	 M3M4	    7	     2		0                 	0.00000E+00    	0.0            
	9249	 L1M4	    1	     1		 ---> 	 M3M5	    3	     1		1.02845308577E+03 	1.81156E+12    	0.00749201017136576
	9250	 L1M4	    1	     1		 ---> 	 M3M4	    5	     1		1.02849335697E+03 	1.35957E+06    	5.622729729450719e-09
	9251	 L1M4	    1	     1		 ---> 	 M3M5	    7	     1		0                 	0.00000E+00    	0.0            
	9252	 L1M4	    1	     1		 ---> 	 M3M5	    9	     1		0                 	0.00000E+00    	0.0            
	9253	 L1M4	    1	     1		 ---> 	 M2N1	    1	     1		0                 	0.00000E+00    	0.0            
	9254	 L1M4	    1	     1		 ---> 	 M3N1	    3	     1		0                 	0.00000E+00    	0.0            
	9255	 L1M4	    1	     1		 ---> 	 M5M5	    1	     3		1.09314466298E+03 	3.81026E+02    	1.5757969195360959e-12
	9256	 L1M4	    1	     1		 ---> 	 M4M5	    7	     3		1.09836965745E+03 	7.97426E+03    	3.297888948150496e-11
	9257	 L1M4	    1	     1		 ---> 	 M4M5	    9	     2		0                 	0.00000E+00    	0.0            
	9258	 L1M4	    1	     1		 ---> 	 M4M5	    1	     2		1.09856479978E+03 	1.69608E+02    	7.01442326583168e-13
	9259	 L1M4	    1	     1		 ---> 	 M4M5	    3	     4		1.09865539623E+03 	1.66389E+07    	6.881296122697439e-08
	9260	 L1M4	    1	     1		 ---> 	 M4M4	    1	     1		1.09935792008E+03 	3.04117E+02    	1.257726852704432e-12
	9261	 L1M4	    1	     1		 ---> 	 M4M5	    3	     3		1.09938896473E+03 	4.78637E+09    	1.979483579010352e-05
	9262	 L1M4	    1	     1		 ---> 	 M4M5	    5	     4		1.09939930398E+03 	3.16372E+08    	1.3084094603189118e-06
	9263	 L1M4	    1	     1		 ---> 	 M5M5	    3	     2		1.09966965895E+03 	5.62412E+08    	2.3259491402427516e-06
	9264	 L1M4	    1	     1		 ---> 	 M5M5	    5	     3		1.09973680940E+03 	3.12696E+08    	1.2932067458684158e-06
	9265	 L1M4	    1	     1		 ---> 	 M4M5	    5	     2		1.10125767056E+03 	6.20503E+07    	2.5661942123710876e-07
	9266	 L1M4	    1	     1		 ---> 	 M5M5	    7	     2		1.10149506000E+03 	3.85942E+01    	1.5961278619296318e-13
	9267	 L1M4	    1	     1		 ---> 	 M4M4	    3	     1		1.10199070570E+03 	5.59397E+09    	2.313480102139312e-05
	9268	 L1M4	    1	     1		 ---> 	 M4M5	    5	     1		1.10208057229E+03 	8.34496E+09    	3.4511981496412155e-05
	9269	 L1M4	    1	     1		 ---> 	 M4M5	    7	     1		1.10220929304E+03 	3.57672E+03    	1.4792125361637118e-11
	9270	 L1M4	    1	     1		 ---> 	 M5M5	    9	     1		0                 	0.00000E+00    	0.0            
	9271	 L1M4	    1	     1		 ---> 	 M4N1	    3	     1		1.10788372948E+03 	4.59883E+03    	1.9019232670395677e-11
	9272	 L1M4	    1	     1		 ---> 	 M5N1	    5	     1		0                 	0.00000E+00    	0.0            
	9273	 L1M4	    3	     1		 ---> 	 L1M5	    5	     1		1.24259415627E-01 	5.60937E-02    	2.3198490303911516e-16
	9274	 L1M4	    3	     1		 ---> 	 L1M5	    7	     1		2.67677480673E-01 	1.18113E-07    	4.884761185776479e-22
	9275	 L1M4	    3	     1		 ---> 	 L1N1	    1	     1		9.17999342270E+00 	2.29991E+00    	9.51166349070736e-15
	9276	 L1M4	    3	     1		 ---> 	 L2M1	    1	     3		1.91563063183E+01 	5.61642E+02    	2.322764676116832e-12
	9277	 L1M4	    3	     1		 ---> 	 L2M1	    3	     3		1.93347108406E+01 	1.79775E+03    	7.434896600483999e-12
	9278	 L1M4	    3	     1		 ---> 	 L2M1	    1	     2		2.02829960363E+01 	1.22316E+03    	5.05858329903936e-12
	9279	 L1M4	    3	     1		 ---> 	 L3M1	    3	     2		3.85825421618E+01 	1.24569E+04    	5.151759892230239e-11
	9280	 L1M4	    3	     1		 ---> 	 L3M1	    1	     1		3.86493791469E+01 	7.63783E+03    	3.1587526798539675e-11
	9281	 L1M4	    3	     1		 ---> 	 L3M1	    3	     1		4.02922633943E+01 	5.12565E+03    	2.1197985126002395e-11
	9282	 L1M4	    3	     1		 ---> 	 L3M1	    5	     1		4.04504319524E+01 	2.00878E+03    	8.307646554370879e-12
	9283	 L1M4	    3	     1		 ---> 	 L2M2	    1	     6		0                 	0.00000E+00    	0.0            
	9284	 L1M4	    3	     1		 ---> 	 L2M3	    3	     7		0                 	0.00000E+00    	0.0            
	9285	 L1M4	    3	     1		 ---> 	 L2M3	    5	     4		0                 	0.00000E+00    	0.0            
	9286	 L1M4	    3	     1		 ---> 	 L2M3	    1	     5		0                 	0.00000E+00    	0.0            
	9287	 L1M4	    3	     1		 ---> 	 L2M3	    3	     6		0                 	0.00000E+00    	0.0            
	9288	 L1M4	    3	     1		 ---> 	 L2M2	    3	     4		0                 	0.00000E+00    	0.0            
	9289	 L1M4	    3	     1		 ---> 	 L2M2	    3	     5		0                 	0.00000E+00    	0.0            
	9290	 L1M4	    3	     1		 ---> 	 L2M2	    1	     4		0                 	0.00000E+00    	0.0            
	9291	 L1M4	    3	     1		 ---> 	 L3M2	    5	     3		0                 	0.00000E+00    	0.0            
	9292	 L1M4	    3	     1		 ---> 	 L3M2	    1	     2		0                 	0.00000E+00    	0.0            
	9293	 L1M4	    3	     1		 ---> 	 L3M2	    3	     3		0                 	0.00000E+00    	0.0            
	9294	 L1M4	    3	     1		 ---> 	 L3M2	    3	     2		0                 	0.00000E+00    	0.0            
	9295	 L1M4	    3	     1		 ---> 	 L3M2	    5	     2		0                 	0.00000E+00    	0.0            
	9296	 L1M4	    3	     1		 ---> 	 L3M3	    1	     3		0                 	0.00000E+00    	0.0            
	9297	 L1M4	    3	     1		 ---> 	 L3M3	    5	     1		0                 	0.00000E+00    	0.0            
	9298	 L1M4	    3	     1		 ---> 	 L3M3	    7	     1		0                 	0.00000E+00    	0.0            
	9299	 L1M4	    3	     1		 ---> 	 L3M3	    1	     1		0                 	0.00000E+00    	0.0            
	9300	 L1M4	    3	     1		 ---> 	 L3M3	    3	     1		0                 	0.00000E+00    	0.0            
	9301	 L1M4	    3	     1		 ---> 	 L2M4	    3	     7		1.45064333280E+02 	4.59612E+07    	1.9008025010939518e-07
	9302	 L1M4	    3	     1		 ---> 	 L2M4	    1	     4		1.45261709379E+02 	9.25632E+09    	3.828106360783872e-05
	9303	 L1M4	    3	     1		 ---> 	 L2M5	    5	     7		1.45924222363E+02 	6.56007E+09    	2.713026958249872e-05
	9304	 L1M4	    3	     1		 ---> 	 L2M5	    7	     4		1.46192991930E+02 	2.25177E+00    	9.31257244782192e-15
	9305	 L1M4	    3	     1		 ---> 	 L2M5	    3	     6		1.46655651051E+02 	1.83684E+09    	7.596559850720639e-06
	9306	 L1M4	    3	     1		 ---> 	 L2M5	    5	     6		1.46955042946E+02 	1.08896E+08    	4.503576694236159e-07
	9307	 L1M4	    3	     1		 ---> 	 L2M4	    5	     5		1.48156718285E+02 	1.01962E+10    	4.21680949619552e-05
	9308	 L1M4	    3	     1		 ---> 	 L2M4	    3	     5		1.48361528054E+02 	1.78159E+10    	7.368064210516639e-05
	9309	 L1M4	    3	     1		 ---> 	 L2N1	    1	     1		1.56553371230E+02 	3.57466E+03    	1.4783605886183357e-11
	9310	 L1M4	    3	     1		 ---> 	 L3M5	    1	     3		1.64384265627E+02 	9.01727E+09    	3.729243224510992e-05
	9311	 L1M4	    3	     1		 ---> 	 L3M5	    3	     4		1.64510622398E+02 	2.61538E+07    	1.0816342578764479e-07
	9312	 L1M4	    3	     1		 ---> 	 L3M5	    5	     4		1.64823671925E+02 	3.29790E+09    	1.3639018494638398e-05
	9313	 L1M4	    3	     1		 ---> 	 L3M4	    7	     3		1.64826865774E+02 	8.26002E+01    	3.4160697882313914e-13
	9314	 L1M4	    3	     1		 ---> 	 L3M4	    1	     2		1.65612315545E+02 	1.23073E+10    	5.08989030349808e-05
	9315	 L1M4	    3	     1		 ---> 	 L3M4	    3	     3		1.65963659333E+02 	1.18870E+10    	4.9160681902352e-05
	9316	 L1M4	    3	     1		 ---> 	 L3M4	    1	     1		1.66079630360E+02 	9.39892E+08    	3.8870809821288314e-06
	9317	 L1M4	    3	     1		 ---> 	 L3M4	    3	     2		1.66542830670E+02 	3.12125E+10    	0.00012908452796139998
	9318	 L1M4	    3	     1		 ---> 	 L3M4	    5	     3		1.66673195484E+02 	1.57343E+10    	6.50718362291728e-05
	9319	 L1M4	    3	     1		 ---> 	 L3M4	    5	     2		1.67426485450E+02 	5.55221E+10    	0.00022962095538408157
	9320	 L1M4	    3	     1		 ---> 	 L3M5	    7	     2		1.67649165471E+02 	2.01721E+02    	8.342510233048159e-13
	9321	 L1M4	    3	     1		 ---> 	 L3M5	    7	     1		1.68504355219E+02 	6.82380E+02    	2.82209692239648e-12
	9322	 L1M4	    3	     1		 ---> 	 L3M5	    5	     1		1.68557105585E+02 	1.31851E+10    	5.4529192138529593e-05
	9323	 L1M4	    3	     1		 ---> 	 L3M5	    3	     1		1.68600463030E+02 	3.16924E+09    	1.3106923488871038e-05
	9324	 L1M4	    3	     1		 ---> 	 L3M5	    9	     1		0                 	0.00000E+00    	0.0            
	9325	 L1M4	    3	     1		 ---> 	 L3N1	    3	     1		1.76620861025E+02 	1.08707E+03    	4.495760282290719e-12
	9326	 L1M4	    3	     1		 ---> 	 M1M1	    1	     1		8.46864971275E+02 	4.37969E+03    	1.8112942451494237e-11
	9327	 L1M4	    3	     1		 ---> 	 M1M3	    3	     3		8.87627428772E+02 	2.99988E+05    	1.2406506807876478e-09
	9328	 L1M4	    3	     1		 ---> 	 M1M3	    1	     3		8.87787219723E+02 	1.01896E+03    	4.2140799555161595e-12
	9329	 L1M4	    3	     1		 ---> 	 M1M2	    1	     2		9.01315616977E+02 	2.10225E+08    	8.694207413915999e-07
	9330	 L1M4	    3	     1		 ---> 	 M1M2	    1	     1		9.02211507871E+02 	7.00653E+08    	2.8976679782054875e-06
	9331	 L1M4	    3	     1		 ---> 	 M1M2	    3	     2		9.02399583999E+02 	7.27330E+08    	3.0079951853316795e-06
	9332	 L1M4	    3	     1		 ---> 	 M1M3	    3	     1		9.03700550654E+02 	3.80748E+08    	1.5746472039166078e-06
	9333	 L1M4	    3	     1		 ---> 	 M1M3	    5	     1		9.04133532293E+02 	1.05285E+08    	4.3542377337335994e-07
	9334	 L1M4	    3	     1		 ---> 	 M2M2	    1	     3		0                 	0.00000E+00    	0.0            
	9335	 L1M4	    3	     1		 ---> 	 M2M3	    3	     3		0                 	0.00000E+00    	0.0            
	9336	 L1M4	    3	     1		 ---> 	 M2M3	    5	     2		0                 	0.00000E+00    	0.0            
	9337	 L1M4	    3	     1		 ---> 	 M2M3	    1	     2		0                 	0.00000E+00    	0.0            
	9338	 L1M4	    3	     1		 ---> 	 M2M3	    3	     2		0                 	0.00000E+00    	0.0            
	9339	 L1M4	    3	     1		 ---> 	 M2M3	    1	     1		0                 	0.00000E+00    	0.0            
	9340	 L1M4	    3	     1		 ---> 	 M3M3	    3	     1		0                 	0.00000E+00    	0.0            
	9341	 L1M4	    3	     1		 ---> 	 M3M3	    5	     1		0                 	0.00000E+00    	0.0            
	9342	 L1M4	    3	     1		 ---> 	 M1M5	    5	     3		9.70899451897E+02 	2.59969E+03    	1.0751453952614239e-11
	9343	 L1M4	    3	     1		 ---> 	 M1M5	    3	     3		9.70904252003E+02 	1.72392E+04    	7.12956025448832e-11
	9344	 L1M4	    3	     1		 ---> 	 M1M4	    3	     2		9.75908029679E+02 	5.87677E+04    	2.4304367845821917e-10
	9345	 L1M4	    3	     1		 ---> 	 M1M5	    5	     2		9.76095932020E+02 	6.68744E+03    	2.7657029576938236e-11
	9346	 L1M4	    3	     1		 ---> 	 M1M4	    1	     1		9.76462680276E+02 	2.48761E+06    	1.0287928317246558e-08
	9347	 L1M4	    3	     1		 ---> 	 M1M4	    3	     1		9.76523678636E+02 	6.83905E+05    	2.8284038156328796e-09
	9348	 L1M4	    3	     1		 ---> 	 M1M5	    5	     1		9.76619441972E+02 	3.79039E+06    	1.5675793478241437e-08
	9349	 L1M4	    3	     1		 ---> 	 M1M5	    7	     1		9.76742406667E+02 	7.26454E+05    	3.0043723404299835e-09
	9350	 L1M4	    3	     1		 ---> 	 M1N1	    1	     1		9.83408436769E+02 	3.36676E+05    	1.3923800572184958e-09
	9351	 L1M4	    3	     1		 ---> 	 M2M5	    5	     7		1.01333218843E+03 	2.11928E+10    	8.764637834778879e-05
	9352	 L1M4	    3	     1		 ---> 	 M2M5	    7	     4		1.01334173701E+03 	1.14652E+05    	4.741625726817919e-10
	9353	 L1M4	    3	     1		 ---> 	 M2M4	    3	     7		1.01442445406E+03 	2.12621E+09    	8.793298011912159e-06
	9354	 L1M4	    3	     1		 ---> 	 M2M4	    1	     4		1.01443714492E+03 	2.08654E+10    	8.62923607441184e-05
	9355	 L1M4	    3	     1		 ---> 	 M2M5	    3	     6		1.02066975295E+03 	7.88306E+10    	0.00032601716587629757
	9356	 L1M4	    3	     1		 ---> 	 M2M5	    5	     6		1.02111773225E+03 	1.13694E+11    	0.00047020060302902395
	9357	 L1M4	    3	     1		 ---> 	 M2M4	    3	     5		1.02147967093E+03 	1.84487E+11    	0.0007629769262319519
	9358	 L1M4	    3	     1		 ---> 	 M2M4	    1	     3		1.02162676062E+03 	8.08885E+11    	0.0033452795642789595
	9359	 L1M4	    3	     1		 ---> 	 M3M5	    5	     5		1.02207841593E+03 	1.18118E+11    	0.000488496796916128
	9360	 L1M4	    3	     1		 ---> 	 M3M5	    7	     3		1.02264581752E+03 	6.54722E+04    	2.7077126252605115e-10
	9361	 L1M4	    3	     1		 ---> 	 M3M4	    3	     4		1.02269160182E+03 	4.27599E+11    	0.0017684073711419037
	9362	 L1M4	    3	     1		 ---> 	 M3M4	    1	     2		1.02304786717E+03 	3.82848E+10    	0.0001583332106078208
	9363	 L1M4	    3	     1		 ---> 	 M3M4	    5	     4		1.02326877934E+03 	3.19281E+11    	0.0013204401176465758
	9364	 L1M4	    3	     1		 ---> 	 M3M4	    3	     3		1.02367734227E+03 	1.34282E+12    	0.005553457295542719
	9365	 L1M4	    3	     1		 ---> 	 M3M4	    1	     1		1.02379734778E+03 	4.13311E+11    	0.0017093169511014558
	9366	 L1M4	    3	     1		 ---> 	 M2M4	    5	     3		1.02633422162E+03 	4.92974E+11    	0.002038776646767904
	9367	 L1M4	    3	     1		 ---> 	 M2M4	    3	     2		1.02663320738E+03 	1.99946E+11    	0.0008269102131444159
	9368	 L1M4	    3	     1		 ---> 	 M3M4	    5	     2		1.02794681123E+03 	6.49346E+11    	0.0026854792757268157
	9369	 L1M4	    3	     1		 ---> 	 M3M4	    7	     2		1.02812255192E+03 	9.15667E+04    	3.7868944321932315e-10
	9370	 L1M4	    3	     1		 ---> 	 M3M5	    3	     1		1.02836615893E+03 	3.69939E+11    	0.001529944771790544
	9371	 L1M4	    3	     1		 ---> 	 M3M4	    5	     1		1.02840643012E+03 	2.20448E+12    	0.00911699672247808
	9372	 L1M4	    3	     1		 ---> 	 M3M5	    7	     1		1.02912074360E+03 	9.59044E+05    	3.966287289842624e-09
	9373	 L1M4	    3	     1		 ---> 	 M3M5	    9	     1		0                 	0.00000E+00    	0.0            
	9374	 L1M4	    3	     1		 ---> 	 M2N1	    1	     1		1.02971207068E+03 	9.84937E+06    	4.0733721334951516e-08
	9375	 L1M4	    3	     1		 ---> 	 M3N1	    3	     1		1.03222546137E+03 	1.99219E+06    	8.239035827294239e-09
	9376	 L1M4	    3	     1		 ---> 	 M5M5	    1	     3		1.09305773613E+03 	2.44927E+05    	1.012936681778192e-09
	9377	 L1M4	    3	     1		 ---> 	 M4M5	    7	     3		1.09828273060E+03 	2.85502E+07    	1.1807413985433919e-07
	9378	 L1M4	    3	     1		 ---> 	 M4M5	    9	     2		1.09828654639E+03 	9.88020E+02    	4.086122397001919e-12
	9379	 L1M4	    3	     1		 ---> 	 M4M5	    1	     2		1.09847787293E+03 	3.92990E+07    	1.62527604785104e-07
	9380	 L1M4	    3	     1		 ---> 	 M4M5	    3	     4		1.09856846938E+03 	8.00710E+06    	3.3114704808641596e-08
	9381	 L1M4	    3	     1		 ---> 	 M4M4	    1	     1		1.09927099324E+03 	1.46166E+09    	6.044940044535359e-06
	9382	 L1M4	    3	     1		 ---> 	 M4M5	    3	     3		1.09930203788E+03 	2.21128E+09    	9.14511926281088e-06
	9383	 L1M4	    3	     1		 ---> 	 M4M5	    5	     4		1.09931237713E+03 	1.23449E+09    	5.10544041403504e-06
	9384	 L1M4	    3	     1		 ---> 	 M5M5	    3	     2		1.09958273210E+03 	1.32658E+08    	5.48629405215968e-07
	9385	 L1M4	    3	     1		 ---> 	 M5M5	    5	     3		1.09964988255E+03 	8.43968E+08    	3.490371194057728e-06
	9386	 L1M4	    3	     1		 ---> 	 M4M5	    5	     2		1.10117074372E+03 	4.54724E+07    	1.8805873573959039e-07
	9387	 L1M4	    3	     1		 ---> 	 M5M5	    7	     2		1.10140813315E+03 	4.20619E+07    	1.7395404106238238e-07
	9388	 L1M4	    3	     1		 ---> 	 M4M4	    3	     1		1.10190377885E+03 	5.61237E+09    	2.3210897306999516e-05
	9389	 L1M4	    3	     1		 ---> 	 M4M5	    5	     1		1.10199364544E+03 	2.42999E+09    	1.0049631144603038e-05
	9390	 L1M4	    3	     1		 ---> 	 M4M5	    7	     1		1.10212236619E+03 	5.93627E+09    	2.4550440073733917e-05
	9391	 L1M4	    3	     1		 ---> 	 M5M5	    9	     1		1.10227724390E+03 	1.38162E+03    	5.713921202147519e-12
	9392	 L1M4	    3	     1		 ---> 	 M4N1	    3	     1		1.10779680263E+03 	5.81801E+04    	2.4061356012004955e-10
	9393	 L1M4	    3	     1		 ---> 	 M5N1	    5	     1		1.10804541699E+03 	2.38172E+04    	9.850002464917119e-11
	9394	 L1M5	    5	     1		 ---> 	 L1M5	    7	     1		1.43418065046E-01 	4.68144E-02    	1.9360880178762239e-16
	9395	 L1M5	    5	     1		 ---> 	 L1N1	    1	     1		9.05573400707E+00 	2.82043E+00    	1.166436123982928e-14
	9396	 L1M5	    5	     1		 ---> 	 L2M1	    1	     3		1.90320469027E+01 	4.16416E-08    	1.722158199297536e-22
	9397	 L1M5	    5	     1		 ---> 	 L2M1	    3	     3		1.92104514250E+01 	2.00177E+03    	8.278655523821918e-12
	9398	 L1M5	    5	     1		 ---> 	 L2M1	    1	     2		2.01587366206E+01 	3.33934E-08    	1.381040056396064e-22
	9399	 L1M5	    5	     1		 ---> 	 L3M1	    3	     2		3.84582827461E+01 	1.55230E+04    	6.4197969645008e-11
	9400	 L1M5	    5	     1		 ---> 	 L3M1	    1	     1		3.85251197312E+01 	1.77515E-05    	7.3414305105544e-20
	9401	 L1M5	    5	     1		 ---> 	 L3M1	    3	     1		4.01680039786E+01 	9.02762E+03    	3.733523640576352e-11
	9402	 L1M5	    5	     1		 ---> 	 L3M1	    5	     1		4.03261725368E+01 	1.18384E+04    	4.895968845232639e-11
	9403	 L1M5	    5	     1		 ---> 	 L2M2	    1	     6		0                 	0.00000E+00    	0.0            
	9404	 L1M5	    5	     1		 ---> 	 L2M3	    3	     7		0                 	0.00000E+00    	0.0            
	9405	 L1M5	    5	     1		 ---> 	 L2M3	    5	     4		0                 	0.00000E+00    	0.0            
	9406	 L1M5	    5	     1		 ---> 	 L2M3	    1	     5		0                 	0.00000E+00    	0.0            
	9407	 L1M5	    5	     1		 ---> 	 L2M3	    3	     6		0                 	0.00000E+00    	0.0            
	9408	 L1M5	    5	     1		 ---> 	 L2M2	    3	     4		0                 	0.00000E+00    	0.0            
	9409	 L1M5	    5	     1		 ---> 	 L2M2	    3	     5		0                 	0.00000E+00    	0.0            
